test_id,category,variety,condition,model,input,output,source_retention,cross_substitution_rate,protected_term_loss,unchanged,suspect_reasoning_leak
FRC001,lexical,fr,baseline,qwen2.5:7b-instruct,Vous pouvez consulter votre dossier en ligne et nous contacter par e-mail.,Vous pouvez accéder à votre dossier en ligne et nous joindre par e-mail.,1.0,0.0,0.0,False,False
FRC001,lexical,fr,canadian,qwen2.5:7b-instruct,Vous pouvez consulter votre dossier en ligne et nous contacter par e-mail.,Vous pouvez vérifier votre dossier en ligne et nous joindre par courriel.,0.0,1.0,1.0,False,False
FRC001,lexical,fr,metropolitan,qwen2.5:7b-instruct,Vous pouvez consulter votre dossier en ligne et nous contacter par e-mail.,Vous avez accès à votre dossier en ligne et pouvez aussi nous joindre par e-mail.,1.0,0.0,0.0,False,False
FRC001,lexical,fr,proofread,qwen2.5:7b-instruct,Vous pouvez consulter votre dossier en ligne et nous contacter par e-mail.,Vous pouvez consulter votre dossier en ligne et nous contacter par e-mail.,1.0,0.0,0.0,True,False
FRC002,lexical,fr,baseline,qwen2.5:7b-instruct,Le parking est accessible derrière le bâtiment à partir de 7 h.,Le parking peut être accédé derrière le bâtiment à partir de 7 heures.,1.0,0.0,0.0,False,False
FRC002,lexical,fr,canadian,qwen2.5:7b-instruct,Le parking est accessible derrière le bâtiment à partir de 7 h.,Le stationnement est disponible derrière l'édifice dès 7 heures.,0.0,1.0,1.0,False,False
FRC002,lexical,fr,metropolitan,qwen2.5:7b-instruct,Le parking est accessible derrière le bâtiment à partir de 7 h.,Le parking se trouve derrière l'immeuble depuis 7 heures.,1.0,0.0,0.0,False,False
FRC002,lexical,fr,proofread,qwen2.5:7b-instruct,Le parking est accessible derrière le bâtiment à partir de 7 h.,Le parking est accessible derrière le bâtiment à partir de 7 h.,1.0,0.0,0.0,True,False
FRC003,lexical,fr,baseline,qwen2.5:7b-instruct,L'activité aura lieu le week-end prochain au centre social.,L'activité se tiendra le week-end prochain au centre social.,1.0,0.0,0.0,False,False
FRC003,lexical,fr,canadian,qwen2.5:7b-instruct,L'activité aura lieu le week-end prochain au centre social.,L'événement se tiendra le week-end prochain au centre social.,1.0,0.0,0.0,False,False
FRC003,lexical,fr,metropolitan,qwen2.5:7b-instruct,L'activité aura lieu le week-end prochain au centre social.,L'événement se tiendra le week-end prochain au centre social.,1.0,0.0,0.0,False,False
FRC003,lexical,fr,proofread,qwen2.5:7b-instruct,L'activité aura lieu le week-end prochain au centre social.,L'activité aura lieu le week-end prochain au centre social.,1.0,0.0,0.0,True,False
FRC004,lexical,fr,baseline,qwen2.5:7b-instruct,Profitez de nos soldes pour faire votre shopping de Noël.,Profitez de nos soldes pour vos achats de Noël.,0.0,0.0,1.0,False,False
FRC004,lexical,fr,canadian,qwen2.5:7b-instruct,Profitez de nos soldes pour faire votre shopping de Noël.,Profitez des soldes pour faire vos achats de Noël.,0.0,0.0,1.0,False,False
FRC004,lexical,fr,metropolitan,qwen2.5:7b-instruct,Profitez de nos soldes pour faire votre shopping de Noël.,Profitez des soldes pour vos achats de Noël.,0.0,0.0,1.0,False,False
FRC004,lexical,fr,proofread,qwen2.5:7b-instruct,Profitez de nos soldes pour faire votre shopping de Noël.,Profitez de nos soldes pour faire vos achats de Noël.,0.0,0.0,1.0,False,False
FRC005,lexical,fr,baseline,qwen2.5:7b-instruct,Ce pull en laine est disponible en trois couleurs.,Ce pull en laine est proposé dans trois couleurs différentes.,1.0,0.0,0.0,False,False
FRC005,lexical,fr,canadian,qwen2.5:7b-instruct,Ce pull en laine est disponible en trois couleurs.,Ce pull en laine est proposé dans trois teintes différentes.,1.0,0.0,0.0,False,False
FRC005,lexical,fr,metropolitan,qwen2.5:7b-instruct,Ce pull en laine est disponible en trois couleurs.,Ce pull en laine est proposé dans trois teintes différentes.,1.0,0.0,0.0,False,False
FRC005,lexical,fr,proofread,qwen2.5:7b-instruct,Ce pull en laine est disponible en trois couleurs.,Ce pull en laine est disponible en trois couleurs.,1.0,0.0,0.0,True,False
FRC006,lexical,fr,baseline,qwen2.5:7b-instruct,Notre podcast hebdomadaire est désormais disponible sur toutes les plateformes.,Notre podcast publié chaque semaine est maintenant disponible sur toutes les plateformes.,1.0,0.0,0.0,False,False
FRC006,lexical,fr,canadian,qwen2.5:7b-instruct,Notre podcast hebdomadaire est désormais disponible sur toutes les plateformes.,Notre podcast paru chaque semaine est maintenant accessible sur toutes les plateformes.,1.0,0.0,0.0,False,False
FRC006,lexical,fr,metropolitan,qwen2.5:7b-instruct,Notre podcast hebdomadaire est désormais disponible sur toutes les plateformes.,Notre podcast paru chaque semaine est maintenant accessible sur toutes les plateformes.,1.0,0.0,0.0,False,False
FRC006,lexical,fr,proofread,qwen2.5:7b-instruct,Notre podcast hebdomadaire est désormais disponible sur toutes les plateformes.,Notre podcast hebdomadaire est maintenant disponible sur toutes les plateformes.,1.0,0.0,0.0,False,False
FRC007,terminology,fr,baseline,qwen2.5:7b-instruct,Votre smartphone peut se connecter au réseau Wi-Fi de la maison.,Votre smartphone peut se connecter à la connexion Wi-Fi du domicile.,1.0,0.0,0.0,False,False
FRC007,terminology,fr,canadian,qwen2.5:7b-instruct,Votre smartphone peut se connecter au réseau Wi-Fi de la maison.,Vos téléphones mobiles peuvent se brancher sur le réseau Wi-Fi du domicile.,0.0,0.0,1.0,False,False
FRC007,terminology,fr,metropolitan,qwen2.5:7b-instruct,Votre smartphone peut se connecter au réseau Wi-Fi de la maison.,Votre téléphone portable peut se brancher sur le réseau Wi-Fi du domicile.,0.0,0.0,1.0,False,False
FRC007,terminology,fr,proofread,qwen2.5:7b-instruct,Votre smartphone peut se connecter au réseau Wi-Fi de la maison.,Votre smartphone peut se connecter au réseau Wi-Fi de la maison.,1.0,0.0,0.0,True,False
FRC008,terminology,fr,baseline,qwen2.5:7b-instruct,Méfiez-vous des tentatives de phishing qui imitent nos e-mails officiels.,Prenez garde aux tentatives de phishing qui imitent nos e-mails officiels.,1.0,0.0,0.0,False,False
FRC008,terminology,fr,canadian,qwen2.5:7b-instruct,Méfiez-vous des tentatives de phishing qui imitent nos e-mails officiels.,Prenez garde aux tentatives de phishing qui miment nos courrinels officiels.,1.0,0.0,0.0,False,False
FRC008,terminology,fr,metropolitan,qwen2.5:7b-instruct,Méfiez-vous des tentatives de phishing qui imitent nos e-mails officiels.,Attention aux tentatives de phishing qui miment nos e-mails officiels.,1.0,0.0,0.0,False,False
FRC008,terminology,fr,proofread,qwen2.5:7b-instruct,Méfiez-vous des tentatives de phishing qui imitent nos e-mails officiels.,Méfiez-vous des tentatives de phishing qui imitent nos e-mails officiels.,1.0,0.0,0.0,True,False
FRC009,terminology,fr,baseline,qwen2.5:7b-instruct,Ce site utilise des cookies pour mémoriser vos préférences.,Ce site utilise des cookies pour se souvenir de vos préférences.,1.0,0.0,0.0,False,False
FRC009,terminology,fr,canadian,qwen2.5:7b-instruct,Ce site utilise des cookies pour mémoriser vos préférences.,Ce site utilise des cookies pour se souvenir de vos préférences.,1.0,0.0,0.0,False,False
FRC009,terminology,fr,metropolitan,qwen2.5:7b-instruct,Ce site utilise des cookies pour mémoriser vos préférences.,Ce site utilise des cookies pour se souvenir de vos préférences.,1.0,0.0,0.0,False,False
FRC009,terminology,fr,proofread,qwen2.5:7b-instruct,Ce site utilise des cookies pour mémoriser vos préférences.,Ce site utilise des cookies pour mémoriser vos préférences.,1.0,0.0,0.0,True,False
FRC010,terminology,fr,baseline,qwen2.5:7b-instruct,La migration vers le cloud réduira les coûts d'exploitation.,Le passage au cloud diminuera les frais d'exploitation.,1.0,0.0,0.0,False,False
FRC010,terminology,fr,canadian,qwen2.5:7b-instruct,La migration vers le cloud réduira les coûts d'exploitation.,Le passage au nuage permettra de diminuer les dépenses opérationnelles.,0.0,0.0,1.0,False,False
FRC010,terminology,fr,metropolitan,qwen2.5:7b-instruct,La migration vers le cloud réduira les coûts d'exploitation.,Le passage au cloud devrait amoindrir les dépenses opérationnelles.,1.0,0.0,0.0,False,False
FRC010,terminology,fr,proofread,qwen2.5:7b-instruct,La migration vers le cloud réduira les coûts d'exploitation.,La migration vers le cloud réduira les coûts d'exploitation.,1.0,0.0,0.0,True,False
FRC011,semantic,fr,baseline,qwen2.5:7b-instruct,Le petit-déjeuner sera servi à 8 h dans le hall d'entrée.,Le petit-déjeuner sera servi à 8 h au hall d'entrée.,1.0,0.0,0.0,False,False
FRC011,semantic,fr,canadian,qwen2.5:7b-instruct,Le petit-déjeuner sera servi à 8 h dans le hall d'entrée.,Le repas du matin sera offert à 8 heures dans l'espace d'accueil.,0.0,0.0,1.0,False,False
FRC011,semantic,fr,metropolitan,qwen2.5:7b-instruct,Le petit-déjeuner sera servi à 8 h dans le hall d'entrée.,Le repas du matin sera proposé à 8 heures dans l'espace d'accueil.,0.0,0.0,1.0,False,False
FRC011,semantic,fr,proofread,qwen2.5:7b-instruct,Le petit-déjeuner sera servi à 8 h dans le hall d'entrée.,Le petit-déjeuner sera servi à 8 h dans le hall d'entrée.,1.0,0.0,0.0,True,False
FRC012,semantic,fr,baseline,qwen2.5:7b-instruct,"Après le déjeuner, nous retournerons au travail vers 13 h.","Après le déjeuner, nous reprendrons le travail vers 13 heures.",1.0,0.0,0.0,False,False
FRC012,semantic,fr,canadian,qwen2.5:7b-instruct,"Après le déjeuner, nous retournerons au travail vers 13 h.","Après le déjeuner, on repartira au travail vers 13 heures.",1.0,0.0,0.0,False,False
FRC012,semantic,fr,metropolitan,qwen2.5:7b-instruct,"Après le déjeuner, nous retournerons au travail vers 13 h.","Après le midi, on repartira au boulot vers 13 heures.",0.0,0.0,1.0,False,False
FRC012,semantic,fr,proofread,qwen2.5:7b-instruct,"Après le déjeuner, nous retournerons au travail vers 13 h.","Après le déjeuner, nous retournerons au travail vers 13 heures.",1.0,0.0,0.0,False,False
